CETIP,Categoria,Tipo,Especie,DataReferencia,Status,Evento_Identificado,Classificacao,Peso,Resumo
22F0315398,Relatórios,Relatório de Agência de Rating,,3/30/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,"Para o documento fornecido, que é um Relatório de Agência de Rating, o resumo seria:  Relatório Moody's de 31/03/2026, rating AAA.br (sf) para CRI Série Única da 22ª Emissão da Riza Securitizadora, lastro Localiza."
20L0690127,Relatórios,Relatório de Agência de Rating,,5/15/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,"Relatório de Agência de Rating: Relatório de 31/03/2026, rating AAA.br (sf) pela Moody's para 155ª e 156ª Séries de CRIs da Riza Securitizadora."
20F0851401,Relatórios,Relatório de Agência de Rating,,3/1/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,"Relatório de Agência de Rating: Rating brBB+(sf) para Séries Seniores e brBB(sf) para Subordinadas pela Austin Rating em mai/26, com perspectiva estável."
21A0796001,Relatórios,Relatório de Agência de Rating,,3/1/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,"Relatório de Agência de Rating: Rating brA(sf) estável para Séries Seniores e brBBB-(sf) estável para Séries Subordinadas pela Austin Rating em mai/26, mantendo perspectiva de classificação."
21K0146621,Aditamento de Termo de Securitização,,,5/13/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Alteração do Banco Liquidante e Escriturador para Terra Investimentos, com inclusão de remuneração mensal de R$ 1.500,00 para essas instituições, mantidas as demais condições originais do termo."
19L0816266,Relatórios,Relatório de Agente Fiduciário,,4/30/2026,Ativo,Não Identificado,Neutro,0,"Relatório de Agente Fiduciário: Emissão adimplente com suficiência de lastro e sem pendencias junto ao agente fiduciário durante ano de 2025.  Assembleia: Realizadas 5 assembleias com ratificação de aditamento ao PRE, criação de Fundo de Contingências de R$700 mil, alteração de prioridade de pagamentos, contratação de assessor legal, aprovação de venda de imóveis e aporte de R$966 mil."
CRA024001P5,Relatórios,Relatório de Agência de Rating,,5/12/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,"Relatório de Agência de Rating: Relatório de 31/03/2026, rating AA+.br (sf) pela Moody's para CRAs da 309ª Emissão da Eco Securitizadora."
CRA02300RS5,Relatórios,Relatório de Agência de Rating,,5/12/2026,Cancelado,Manutenção de Rating de Agência de Risco,Neutro,0,"Relatório de Agência de Rating: Relatório de 31/03/2026, rating AA+.br (sf) pela Moody's para CRAs da Camil Alimentos."
18J0698011,Relatórios,Relatório de Agência de Rating,,2/18/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,"Relatório de Agência de Rating: Relatório de maio/26, rating brA+(sf) estável pela Austin Rating para CRI de série 303."
CRA02200DW3,Fato Relevante,,,5/18/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Securitizadora solicita aporte de R$15,00 por CRA para cobrir despesas do Patrimônio Separado, devido à baixa adesão dos titulares e processo de Recuperação Judicial da devedora Green Farming."
CRA0210012Y,Relatórios,Relatório de Agência de Rating,,5/15/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,"Relatório de Agência de Rating: Relatório de 31/03/2026, rating AA+.br (sf) pela Moody's para CRAs da Série Única da 92ª Emissão da Eco Securitizadora."
24J0003801,Fato Relevante,,,5/19/2026,Ativo,Waiver de Não Pagamento de Juros/Amortização,Negativo,-1,"Fato Relevante: Inadimplemento de pagamento de Remuneração no dia 18/05/2026, com prazo de cura de 5 dias úteis. Securitizadora mantém interlocução com devedora e submeterá encaminhamentos à Assembleia de Titulares de CRI."
24I1963438,Fato Relevante,,,5/19/2026,Ativo,Waiver de Não Pagamento de Juros/Amortização,Negativo,-1,"Comunicado ao Mercado: Identificado inadimplemento de remuneração em 18/05/2026, com prazo de cura de 5 dias úteis. Securitizadora mantém esforços para regularização e convocará assembleia de investidores."
24I1189659,Fato Relevante,,,5/19/2026,Ativo,Resgate/Recompra Antecipado Facultativo,Positivo,1,"Comunicado ao Mercado: Securitizadora notifica resgate antecipado facultativo das Notas Comerciais lastro dos CRI da 1ª Série da 320ª Emissão, previsto para 22 de maio de 2026."
22F1022835,Fato Relevante,,,5/20/2026,Ativo,Resgate/Recompra Antecipado Obrigatório,Negativo,-1,"Fato Relevante: Resgate Antecipado Obrigatório dos CRI da 1ª Série da 302ª Emissão, devido à suficiência de recursos na Conta do Patrimônio Separado para quitação do saldo devedor."
21H0926710,Fato Relevante,,,5/20/2026,Ativo,Waiver de Não Pagamento de Juros/Amortização,Negativo,-1,"Comunicado ao Mercado: BRK II Gestão não pagou parcela de Juros Remuneratórios e Amortização das Debêntures em 18/05/2026, impossibilitando pagamento dos CRIs em 20/05/2026. Prazo de 10 dias úteis para sanar inadimplemento."
CRA019002H2,Relatórios,Relatório de Agente Fiduciário,,5/20/2026,Ativo,Não Identificado,Neutro,0,"Baseado no documento fornecido, para a categoria ""Assembleia"", encontrei dois registros:  1. AGT de 07/05/2025: Definição do novo Custodiante para substituir a H. Commcor e autorização para celebração de aditivos aos documentos da oferta.  2. AGT de 23/05/2025: Definição do novo Custodiante para substituir a H. Commcor e autorização para celebração de aditivos aos documentos da oferta."
CRA0250073L,Relatórios,Relatório de Agente Fiduciário,,5/20/2026,Ativo,Não Identificado,Neutro,0,"No caso do documento fornecido, trata-se de um Relatório de Agente Fiduciário. Portanto, seguindo as instruções, o resumo seria:  Emissão adimplente com suficiência de lastro e sem pendencias junto ao agente fiduciário durante ano de 2025."
CRA025003E9,Relatórios,Relatório de Agente Fiduciário,,5/20/2026,Ativo,Não Identificado,Neutro,0,Relatório de Agente Fiduciário: Emissão adimplente com suficiência de lastro e sem pendencias junto ao agente fiduciário durante ano de 2025.
CRA0250012X,Relatórios,Relatório de Agente Fiduciário,,5/20/2026,Ativo,Não Identificado,Neutro,0,Relatório de Agente Fiduciário: Emissão adimplente com suficiência de lastro e sem pendencias junto ao agente fiduciário durante ano de 2025.
CRA02300P01,Relatórios,Relatório de Agente Fiduciário,,5/20/2026,Ativo,Não Identificado,Neutro,0,"Para o documento fornecido, identifico apenas o Relatório de Agente Fiduciário. Seguindo as instruções, o resumo seria:  Emissão adimplente com suficiência de lastro e sem pendencias junto ao agente fiduciário durante ano de 2025."
CRA0230040H,Relatórios,Relatório de Agente Fiduciário,,5/20/2026,Ativo,Não Identificado,Neutro,0,No Relatório de 2025. Vencimento antecipado automático em junho/2024 por descumprimento pecuniário. Execução judicial em andamento com solicitação de penhoras para recuperação do saldo devedor.
CRA02300VST,Aditamento de Termo de Securitização,,,5/14/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Alteração da emissão para duas séries, com 2ª série de 50.000 certificados a R$20,00, colocados privativamente para atuais titulares, visando recursos para pagamento de despesas da recuperação judicial."
23I1698252,Aditamento de Termo de Securitização,,,5/15/2026,Ativo,Aditamento com repactuação do fluxo de pagamento,Negativo,-1,"Emissão de 50.000 notas comerciais de 2ª emissão, valor R$50 milhões, nova série de CRI, compartilhamento de garantias e alteração no fluxo de pagamentos com suspensão de juros a partir de maio/2026."
CRA025009VN,Aditamento de Termo de Securitização,,,5/15/2026,Ativo,Não Identificado,Neutro,0,"Erro ao processar: Read timeout on endpoint URL: ""https://lambda.us-east-1.amazonaws.com/2015-03-31/functions/c2p-summarize-document-function-production/invocations"""
26E4438450,Aditamento de Termo de Securitização,,,5/25/2026,Ativo,Não Identificado,Neutro,0,"Termo de Securitização: Playsec Securitizadora emite CRI com Trustee DTVM como agente fiduciário, devedor Ceiry XVIII, 2 séries, valor total R$ 29 milhões, lastro em empreendimento imobiliário em São Paulo."
23G1265217,Aditamento de Termo de Securitização,,,5/25/2025,Ativo,Prorrogação de vencimento,Negativo,-1,"Prorrogação da Data de Vencimento para 26/08/2026, com ajuste no Cronograma de Amortização de Principal e Juros Remuneratórios, mantendo demais disposições inalteradas."
23L1737583,Aditamento de Termo de Securitização,,,5/18/2026,Ativo,Carência de Pagamento de Juros/Amortização,Negativo,-1,"Altera carência de amortização para 12 meses a partir de 03/03/2026, ajusta definição de EBITDA, modifica índices financeiros de Dívida Líquida/EBITDA e Ativo Circulante/Passivo Circulante, e atualiza cronograma de pagamentos."
24C1980305,Fato Relevante,,,5/27/2026,Ativo,Não Identificado,Neutro,0,"Comunicado ao Mercado: Recursos recebidos superiores ao saldo devedor dos CRI levaram ao resgate antecipado e cancelamento dos títulos em 26/05/2026, conforme Cascata de Pagamento prevista no Termo de Securitização."
24J4816258,Aditamento de Termo de Securitização,,,5/22/2026,Ativo,Não Identificado,Neutro,0,"3 novos créditos imobiliários vinculados à emissão CRI16E1-2S, alterando valor e quantidade de CRIs integralizados, sem necessidade de assembleia de titulares."
25I0014209,Aditamento de Termo de Securitização,,,5/22/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Alteração dos percentuais de destinação de recursos entre empreendimentos da Multiplan, com destaque para aumento de 74,13% para BarraShopping e redução nos demais empreendimentos."
CRA02300JR5,Fato Relevante,,,5/28/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Fato Relevante: Raízen apresenta plano de recuperação extrajudicial com segregação de negócios em duas empresas, conversão de 45% dos créditos em ações e três opções de pagamento aos credores."
CRA020001P7,Fato Relevante,,,5/28/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen apresenta plano de recuperação extrajudicial com segregação de negócios em duas empresas, conversão de 45% dos créditos em ações e três opções de pagamento aos credores."
CRA022008NB,Fato Relevante,,,5/28/2026,Inativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen apresenta plano de recuperação extrajudicial com segregação de negócios em duas empresas, conversão de 45% dos créditos em ações e três opções de pagamento aos credores."
CRA019003V2,Fato Relevante,,,5/28/2026,Inativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen apresenta plano de recuperação extrajudicial com segregação de negócios em duas empresas, conversão de 45% dos créditos em ações e injeção de R$ 3,5 bilhões pela Shell."
CRA019000GT,Fato Relevante,,,5/28/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen apresenta plano de recuperação extrajudicial com segregação de negócios em duas empresas, conversão de 45% dos créditos em ações e três opções de pagamento aos credores."
CRA022007VI,Fato Relevante,,,5/28/2026,Ativo,Waiver para não declarar vencimento antecipado,Negativo,-1,"Comunicado ao Mercado: Securitizadora notifica sobre Tutela Cautelar Antecedente de CPR-F, que caracteriza Mudança Adversa Relevante, ensejando convocação de assembleia para deliberar sobre vencimento antecipado."
CRA025007KD,Relatórios,Relatório de Agência de Rating,,5/21/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,"Baseado no documento fornecido, trata-se de um Relatório de Agência de Rating. Segue o resumo:  Rating brAA, perspectiva estável pela S&P National Ratings em 21/05/2026 para Cereal."
CRA0220033H,Fato Relevante,,,5/27/2026,Ativo,Aprovado declaração de vencimento antecipado,Negativo,-1,"Comunicado ao Mercado: Securitizadora informa inadimplemento parcial da CPR-Financeira em 22/05/2026, declarando vencimento antecipado e convocando assembleia para proposta de repactuação das obrigações."
21H0850158,Fato Relevante,,,5/29/2026,Ativo,Waiver de Não Pagamento de Juros/Amortização,Negativo,-1,"Comunicado ao Mercado: Não pagamento de parcela de amortização e juros dos CRI em 21/05/2026 devido à insuficiência de recursos no Patrimônio Separado, decorrente de inadimplemento total do devedor."
26D0100916,Aditamento de Termo de Securitização,,,5/22/2026,Ativo,Não Identificado,Neutro,0,"Inclusão da TGAR Incorporações Ltda. como coobrigada solidária, responsabilizando-se por 44% dos Direitos Creditórios, com alteração dos termos de Coobrigação e Garantidor(es) no Termo de Securitização."
24J2139130,Fato Relevante,,,5/29/2026,Ativo,Recomposição de Fundo de reserva/Liquidez,Positivo,1,"Comunicado ao Mercado: Securitizadora informa que não houve recomposição do Fundo de Reserva e Despesas no prazo estabelecido, permanecendo em situação de desenquadramento e buscando regularização."
21I0931497,Fato Relevante,,,5/29/2026,Ativo,Resgate/Recompra Antecipado Facultativo,Positivo,1,"Comunicado ao Mercado: Securitizadora informa amortização antecipada facultativa parcial de CRI 329ª, no valor de R$ 17.588.340,00, após venda de imóvel por R$ 26.730.000,00."
CRA022008NB,Fato Relevante,,,5/28/2026,Ativo,Não Identificado,Neutro,0,Erro: Documento não disponível
CRA019003V2,Fato Relevante,,,5/28/2026,Ativo,Não Identificado,Neutro,0,Erro: Documento não disponível
23C1277619,Fato Relevante,,,6/1/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Grupo Max entrou em recuperação judicial. Securitizadora informa que a operação possui garantias e continuará acompanhando o processo, mantendo investidores informados sobre possíveis impactos."
21C0144818,Fato Relevante,,,6/1/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Riza Securitizadora informa pedido de recuperação judicial do Grupo Max, que impacta os CRIs da 199ª Série da 4ª Emissão, com possível recompra compulsória de créditos imobiliários."
CRA02200C6X,Fato Relevante,,,6/1/2026,Ativo,Resgate/Recompra Antecipado Facultativo,Positivo,1,"Comunicado ao Mercado: Recompra Facultativa total dos Créditos do Agronegócio e Resgate Antecipado dos CRA em 03/06/2026, conforme deliberado em Assembleia Especial de Investidores de 20/05/2026."
21G0568394,Fato Relevante,,,6/2/2026,Ativo,Resgate/Recompra Antecipado Facultativo,Positivo,1,"Comunicado ao Mercado: Opea Securitizadora anuncia resgate antecipado facultativo total dos CRIs da 397ª Série da 1ª Emissão em 03 de junho de 2026, com cancelamento dos títulos."
22G1000969,Fato Relevante,,,6/2/2026,Cancelado,Não Identificado,Neutro,0,"Comunicado ao Mercado: Decisão arbitral entre Anhanguera Educacional e Aebauru Administração de Bens será comunicada em reunião no dia 3 de junho de 2025, com convite para titulares de CRI via email."
24D3311806,Aditamento de Termo de Securitização,,,6/2/2026,Ativo,Não Identificado,Neutro,0,"Compartilhamento de 50% da garantia de cessão fiduciária entre CRIs, redução do Fundo de Reserva, extinção do Fundo de Amortização, transferência de R$ 4 milhões para Fundo de Obras e alteração da Cascata de Pagamentos."
CRA024007VD,Relatórios,Relatório de Agência de Rating,,5/28/2026,Ativo,Rebaixamento de Rating de Agência de Risco,Negativo,-1,Relatório de Agência de Rating: Fitch coloca rating 'AAsf(bra)' da 349ª emissão de CRAs da Eco em Observação Negativa em 28/05/2026.
21G0093703,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Alteração da conta corrente do patrimônio separado de Opea para Bradesco e substituição do agente de liquidação de Opea para Bradesco, sem realização de assembleia de titulares de CRI."
21D0001404,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Retorno da gestão de contas à forma anterior, com transferência de recursos para conta Bradesco e substituição da Opea Sociedade de Crédito Direto S.A. como agente de liquidação pelo Banco Bradesco S.A."
21C0662763,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Alteração da conta centralizadora para a conta corrente n.º 42897-2 do Itaú Unibanco. Substituição do agente de liquidação da Opea pelo Banco Bradesco, com prazo de 30 dias para transição."
20B0820360,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Alteração da conta centralizadora para Banco Bradesco e substituição da Opea Sociedade de Crédito Direto S.A. como agente de liquidação pelo Banco Bradesco, com transferência de recursos em até 2 dias úteis."
18C0803963,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Retorno da gestão de contas à forma anterior, com transferência de recursos para conta original da Emissora e substituição do agente de liquidação de Opea para Itaú Unibanco em até 30 dias."
25A1532619,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Retorno da gestão de contas à forma anterior, com transferência de recursos para conta Itaú 97755-6, substituição da Opea por Vórtx como agente de liquidação em até 30 dias, sem realização de assembleia de CRI."
24K1813066,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Retorno à conta centralizadora original no Itaú Unibanco e substituição do agente de liquidação da Opea para Itaú Unibanco, com transferência de recursos e prazos estabelecidos para transição."
22L1416958,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Alteração da conta do patrimônio separado de Opea para Itaú Unibanco e substituição do agente de liquidação de Opea para Itaú Unibanco, sem realização de assembleia de CRI."
21I0221466,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Alteração da conta centralizadora para conta corrente no Banco Bradesco e substituição da Opea Sociedade de Crédito Direto S.A. pelo Banco Bradesco como agente de liquidação, com prazo de 30 dias para transição."
21I0682465,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Alteração da conta centralizadora para Banco Bradesco e substituição da Opea Sociedade de Crédito Direto S.A. como agente de liquidação pelo Banco Bradesco, com transferência de recursos em até 2 dias úteis."
20A0797060,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Alteração da conta centralizadora para a conta corrente nº 3273-5 do Bradesco. Substituição do agente de liquidação da Opea para Oliveira Trust, com prazo de 30 dias para transição."
20K0571487,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,Erro: Documento não disponível
20J0812325,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Alteração da conta centralizadora para Banco Bradesco, substituição da Opea Sociedade de Crédito Direto S.A. como agente de liquidação pelo Banco Bradesco S.A. em até 30 dias."
26E4932823,Aditamento de Termo de Securitização,,,6/3/2026,Ativo,Aditamento com repactuação do fluxo de pagamento,Negativo,-1,"Aditamento: Alteração das Cláusulas 3.1 e 4.5 do Termo de Securitização, ajustando características dos CRI como quantidade, valor de emissão, juros remuneratórios, atualização monetária e cronograma de pagamentos, sem modificar estrutura de garantias."
21I0278118,Relatórios,Relatório de Agência de Rating,,5/25/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,Relatório de Agência de Rating: Relatório de 25/05/2026 com ratings de brAA+ a brAAA (sf) pela S&P para múltiplas séries de CRIs e CRAs.
23F1242736,Fato Relevante,,,6/3/2026,Ativo,Waiver de Não Pagamento de Juros/Amortização,Negativo,-1,Comunicado ao Mercado: Não pagamento da parcela de amortização e juros dos CRI em 25/05/2026 devido à inadimplência total da Devedora nos Créditos Imobiliários. Emissora adotará medidas cabíveis.
19A0698738,Fato Relevante,,,6/3/2026,Ativo,Resgate/Recompra Antecipado Facultativo,Positivo,1,"Comunicado ao Mercado: Opea Securitizadora notifica recompra facultativa total dos Créditos Imobiliários da 185ª Série, com Resgate Antecipado dos CRI em 11/06/2026, que serão cancelados e deixarão de ser negociados."
21K0870291,Aditamento de Termo de Securitização,,,5/12/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Alteração do Banco Liquidante e Escriturador para Terra Investimentos, com inclusão de despesas mensais de R$ 1.500,00 para o novo Escriturador e Banco Liquidante, mantendo as demais condições do Termo de Securitização."
26E4887119,Aditamento de Termo de Securitização,,,6/3/2026,Ativo,Aditamento com repactuação do fluxo de pagamento,Negativo,-1,"Aditamento: Alteração da definição de Escriturador para ITAÚ CORRETORA DE VALORES S/A, responsável pela escrituração dos CRI. Sem alterações no fluxo de pagamentos ou garantias."
CRA022000B5,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Retorno à conta original do Itaú Unibanco e substituição do agente de liquidação da Opea para o Itaú Unibanco, com transferência de valores e prazo de 30 dias para transição."
CRA02300MJ9,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Retorno da gestão de contas à forma anterior, substituição do agente de liquidação da Opea para Oliveira Trust e alteração da Conta Centralizadora para conta corrente nº 43012-7 do Itaú Unibanco."
CRA0220073P,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,Aditamento: Alteração da conta centralizadora para a conta 40692-9 do Itaú Unibanco. Substituição do agente de liquidação da Opea para Oliveira Trust. Transferência de recursos entre contas em até 2 dias úteis.
CRA022007KI,Aditamento de Termo de Securitização,,,2/4/2026,Ativo,Não Identificado,Neutro,0,"Aditamento: Retorno à conta centralizadora original no Itaú e substituição do agente de liquidação da Opea pela Oliveira Trust, com transferência de recursos e ajustes operacionais em até 30 dias."
CRA020003K0,Relatórios,Relatório de Agência de Rating,,5/25/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,Relatório de Agência de Rating: Relatório de 25/05/2026 com ratings de brAA+ a brAAA (sf) pela S&P para múltiplas séries de CRIs e CRAs.
CRA0240066H,Relatórios,Relatório de Agência de Rating,,3/31/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,Relatório de Agência de Rating: Relatório de 25/05/2026 com ratings de brAA+ a brAAA (sf) pela S&P para múltiplas séries de CRIs e CRAs.
CRA022007KI,Relatórios,Relatório de Agência de Rating,,3/31/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,Relatório de Agência de Rating: Relatório de 25/05/2026 com ratings de brAA+ a brAAA (sf) pela S&P para múltiplas séries de CRIs e CRAs.
CRA02400AHY,Relatórios,Relatório de Agência de Rating,,3/31/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,Relatório de Agência de Rating: Relatório de 25/05/2026 com ratings de brAA+ a brAAA (sf) pela S&P para múltiplas séries de CRIs e CRAs.
CRA02100001,Relatórios,Relatório de Agência de Rating,,3/31/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,Relatório de Agência de Rating: Relatório de 25/05/2026 com ratings de brAA+ a brAAA (sf) pela S&P para múltiplas séries de CRIs e CRAs.
CRA019000GT,Fato Relevante,,,6/3/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen Energia S.A. divulgou versão final do Plano de Recuperação Extrajudicial no site de relações com investidores, disponível também na página do Patrimônio Separado da Opea Securitizadora."
CRA02300JR5,Fato Relevante,,,6/3/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicadoos ao Mercado Mercado: Raízen Energia divulgou versão final do de Plano de Recuperação Extrajudicial no site da empresa empresa, disponibilizando links para acesso do documento para.idores."
CRA022008NB,Fato Relevante,,,6/3/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen Energia divulgou versão final do Plano de Recuperação Extrajudicial no site da empresa, disponível também no link da Opea Securitizadora para investidores dos CRA 022008NB e 022008ND."
CRA020001P7,Fato Relevante,,,6/3/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen Energia divulga versão final do Plano de Recuperação Extrajudicial no website da empresa, disponível para consulta dos investidores dos CRAs da 1ª e 2ª séries da 10ª emissão."
CRA019003V2,Fato Relevante,,,6/3/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen Energia divulga versão final do Plano de Recuperação Extrajudicial no site de Relações com Investidores, disponível para consulta nos links das emissões de CRA."
25B3690940,Aditamento de Termo de Securitização,,,5/26/2026,Ativo,Não Identificado,Neutro,0,"Baseado no texto fornecido e considerando que o documento é um Aditamento, seguirei o prompt específico para essa categoria:  Inclusão de novos direitos creditórios imobiliários no Anexo do Termo de Securitização, com atualização da lista de créditos e exclusão de unidades do rol de direitos creditórios compromissados."
26D4874450,Aditamento de Termo de Securitização,,,6/9/2026,Ativo,Não Identificado,Neutro,0,"Termo de Securitização: Companhia Província de Securitização emite CRI com Vórtx como agente fiduciário, lastro em créditos da VIC Engenharia, 1 série, valor total de R$ 60 milhões."
18L1210133,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Não Identificado,Neutro,0,Erro: Documento não disponível
23C1835910,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Não Identificado,Neutro,0,Erro: Documento não disponível
24B1427981,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Não Identificado,Neutro,0,Erro: Documento não disponível
22B0006022,Assembleia,AGE,Ata da Assembleia,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Não houve deliberação devido à ausência de titulares de CRI. Demonstrações Financeiras do Patrimônio Separado dos exercícios de 2022 a 2025 foram aprovadas automaticamente sem ressalvas.
24H1453794,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Assembleia não instalada por falta de quórum. Demonstrações Financeiras do Patrimônio Separado de 2025 aprovadas automaticamente, sem ressalvas, conforme Resolução CVM 60."
25A4146077,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Assembleia não instalada por falta de quórum. Aprovação automática das Demonstrações Financeiras do Patrimônio Separado de 2025, sem ressalvas, conforme Resolução CVM 60."
22B0344358,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Não houve deliberação devido à ausência de titulares de CRI. Demonstrações Financeiras do Patrimônio Separado dos exercícios de 2022 a 2025 foram aprovadas automaticamente, sem ressalvas."
18J0698011,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Assembleia não instalada por falta de quórum. Aprovação automática das Demonstrações Financeiras do Patrimônio Separado dos CRI referentes a 2022, 2023, 2024 e 2025, sem ressalvas."
14K0209085,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Não houve quórum para instalação. Pauta sobre aprovação das Demonstrações Financeiras do Patrimônio Separado de 2022 a 2025 restou prejudicada, sem deliberação."
25G3489092,Assembleia,AGE,Edital de Convocação,6/29/2026,Ativo,Waiver para não declarar vencimento antecipado,Negativo,-1,Assembleia: Convocação para 29/06/2026 para deliberar sobre: (i) não declaração de vencimento antecipado; (ii) anuência para desenquadramento de índice; (iii) alteração de cláusula de condições precedentes; (iv) inclusão de nova despesa; (v) permissão de uso de recursos; (vi) exclusão de cláusula de quórum.
17A0060699erro,Assembleia,AGE,Proposta do Administrador,6/30/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Convocação para assembleia em 30/06/2026 para aprovação das demonstrações financeiras do Patrimônio Separado dos CRI referentes ao exercício social findo em 2025.
17A0060699erro,Assembleia,AGE,Edital de Convocação,6/30/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Convocação para assembleia digital em 30/06/2026 e 08/07/2026 para aprovação das demonstrações financeiras do Patrimônio Separado dos CRI referentes ao exercício de 2025.
24C1262018,Assembleia,AGE,Ata da Assembleia,6/8/2026,Ativo,Não Identificado,Neutro,0,"Assembleia: Aprovada substituição de fiança por aval, liberação parcial de garantias para Plano Empresário Fibra, alteração do Índice de Garantia e Cascata de Pagamentos, e possível contratação de empréstimo ponte de R$5 milhões."
